
regular (year=0):
ST	Dia do Rei Amador	4	1	0	0	0
ST	Martires da Liberdade	3	2	0	0	0
ST	Dia Internacional dos Trabalhaores	1	5	0	0	0
ST	Dia da Independência Nacional	12	7	0	0	0
ST	Dia das Forças Armadas	6	9	0	0	0
ST	Dia da Internacionalização das Roças	30	9	0	0	0
ST	Dia de São Tomé	21	12	0	0	0
ST	Dia da Família	25	12	0	0	0

2008:
ST	Confraternização Universal	1	1	2008	0	0
